quote,classe,methode of collection,groupe,source URL
 ليس للحياة قيمة إلّا إذا وجدنا فيها شيئاً نناضل من أجله.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 لا يكفي أن تكون في النور لترى بل ينبغي أن يكون النور فيما تراه.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 الحياة شعلة إمّا نحترق بنارها وإمّا نطفئها ونعيش في الظلام.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 ما أكثر من يضيعون الوقت في جمع المال ثمّ يضيعون المال في قتل الوقت.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 المغرور كالطائر كلما ارتفع في السماء صغر في أعين الناس.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 علمتني الحياة أن أجعل من نفسي بيتاً عماده المحبة والتسامح والعفو وأن أتخذ من الأمل مصباحاً ينير طريقي أينما اتجهت.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 مصاعب الحياة لا تكمن في عجزك عن تحقيق ما تريد، بل في عجزك عن دفع ما لا تريد.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 الحياة مليئة بالحجارة، فلا تتعثّر بها، بل اجمعها، وابن بها سُلماً تمضي به نحو النّجاح.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 من يفقد ثروةً يفقد كثيراً، ومن يفقد صديقاً يفقد أكثر، ومن يفقد الشّجاعة يفقد كلّ شيء.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 لا تقطع أبداً وعداً لا تستطيع الوفاء به.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 بدل أن تلعن الظلام، أوقد شمعة.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 الإنسان دون أمل كنبات دون ماء، ودون ابتسامة كوردة دون رائحة.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 المتفائل يقول: إن كأسي مملوءة إلى نصفها، والمتشائم يقول: إنّ نصف كأسي فارغ.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 لولا الأمل في الغد لما عاش المظلوم حتى اليوم.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 إذا نظرت بعين التفاؤل إلى الوجود، لرأيت الجمال شائعاً في كل ذراته.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 التفاؤل يمنحك هدوء الأعصاب في أحرج الأوقات.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 الحياة ليست عادلة، فلتعود نفسك على ذلك.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 في المدرسة يعلمونك الدرس ثم يختبرونك، أما الحياة فتختبرك ثم تعلمك الدرس.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 قد تقصر الحياة وقد تطول، فكل شيء مرهون بالطريقة التي نحياها بها.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 ليس المهم أن تعيش، بل أن تعيش جيداً.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 يجب أن تحب الحياة وتعرف كيف تموت.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 نحن نرفض النظر إلى الحياة بوصفها مغامرة كبرى لا حدود لها.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 ينبغي أن نجازف فنحن لا ندرك حقاً معجزة الحياة إلّا إذا أتحنا لغير المتوقع أن يحصل.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 إنّ من لا يملك إرادة الموت لا يملك إرادة الحياة.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 الحياة أقصر من أن نضعها موضع التجربة.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 إنّ الحياة هي الحياة بكل ما فيها من شقاء سواء شيدت الطاحونة أم لم تشيد.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 إنّ الحياة قصيدة أبياتها.. أعمارنا والموت فيها قافية.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
 لا يوجد حزن يستمر إلى الأبد على الحزن أن يتوقف من أجل أن تعبر عجلة الحياة ما تبقى من الطرقات.,الشفقةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9
ذات صلة,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
 حكم عن الشجاعة,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
 عبارات عن الشجاعة,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
فنٌّ أن تكون مرّة شجاعاً ومرّة حذراً هو فن النجاح. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الشجاعة الحقيقية هي شجاعة الثالثة صباحاً. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
يبدو الأسد في القفص أكثر ألفة لأنه في القفص يكون في مأمن من الناس. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
من الأفضل مجابهة الخطر مرة واحدة بدلاً من البقاء دائماً في خوف وهلع. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
كل إنسان قبطان في البحر الساكن. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
لا تتحدّى إنساناً ليس لديه ما يخسره. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
ربّما تَقتضِيك الشَّجَاعة أن تَجْبُن سَاعَة. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
لما حكم القاضي على عمر بالإعدام شنقاً حتى الموت قهقه عمر بكل شجاعة قائلاً الحكم حكم الله لا حكمكم المزيف. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الشجاعة وسيلة للخوف والثقة. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الشجاعة أهم الصفات الإنسانية لأنها الصفة التي تضمن باقي الصفات.,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
إذا كان صاحب البيت جباناً واللص جريئاً فالبيت ضائع لا محالة.,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
أهل البدو أقرب إلى الشجاعة من أهل الحضر والسبب في ذلك أن أهل الحضر ألقوا جنوبهم على مهاد الراحة والدعة وانغمسوا في النعيم والترف ووكلوا أمرهم في المدافعة عن أموالهم وأنفسهم إلى واليهم. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
في بعض الأحيان الخطوة الأولى هي الخطوة الأصعب تقدّم وأخطوها فقط وليكن لديك الشجاعة الكافية لأنّ تتبع إحساسك وحاستك السادسة. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
عندما تُدافع عن أفكارك أمَام العامة يجب عليك أنْ تكون قوياً وشجاعاً للعيش مِن أجلها. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الجبناء يهربون من الخطر والخطر يفر من وجه الشجعان. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الشجاعة لا تعرف المستحيل. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
في الأخطار العظيمة تظهر الشجاعة العظيمة. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الشجاعة بلا حذر حصان أعمى. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
ليست الشجاعة أن تقول ما تعتقد، إنّما الشجاعة أن تعتقد كل ما تقول. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الشجاعة تقود إلى النجوم والخوف يقود إلى الموت. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الجريء ينتصر على الخطر قبل أن يراه. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
تظهر الشجاعة عند المخاطر الكبرى. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
و ما في الشجاعة حتف الشجاع.. ولا مد عمر الجبان الجبن. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الشجاعة مصدرها التفكير. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
ثلاثة لا يعرفون إلّا في ثلاثة: الشجاع في الحرب والكريم في الحاجة والحليم عند الغضب. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
ولا الشجاعةُ عن جسمٍ ولا جَلَدٍ.. ولا الإِمارةُ إِرثٌ عن أبٍ فأبِ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
وليس يُعابُ المرءُ من جُبْنِ يومهِ.. وقد عُرِفَتْ منه الشجاعةُ بالأمسِ. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
يرى الجبناءُ أن العجزَ فخرٌ.. وتلكَ خديعةُ الطبعِ اللئيمِ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
لا يَذْهَبَنَّ بكَ الترددُ.. إِن عَزَمْتَ على عَمَلْ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
شجاعٌ إِذا ما أَمْكَنَتْني فرصةٌ.. وإِلا تكنْ لي فُرْصَةٌ فجبانُ. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
إِن الشجاعةَ في القلوبِ كثيرةٌ.. ووجدتُ شجعانَ العقولِ قليلاً,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
وإِذا وجدتَ المرءَ في إِقدامِه.. نقصٌ فلا يُرْجَى هناك تمامُ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
ومن الدليلِ على الشجاعةِ للفتى.. أثرُ الجراحِ بوجهِه المقدمِ. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الأبطال يموتون واقفين دائماً. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
وإِذا لقيتَ كتيبةً فتقدمنْ.. إِن المقدمَ لا يكونُ إلا خيباً,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
عليك أن تتحلى بالشجاعة الكافية لاستخدام عقلك. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
الفشل لا يهم، فمن الشجاعة أن تجعل من نفسك أضحوكة. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
ظنوا أن النبي لا يحزن، كما ظن قومٌ أن الشجاع لا يخاف ولا يحب الحياة، وأن الكريم لا يعرف قيمة المال، ولكن القلب الذي لا يعرف قيمة المال لا فضل له في الكرم، والقلب الذي لا يخاف لا فضل له في الشجاعة، والقلب الذي لا يحزن لا فضل له في الصبر، إنّما الفضل في الحزن والغلبة عليه، وفي الخوف والسمو عليه، وفي معرفة المال والإيثار عليه. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
ابتعدي عن رجل لا يملك شجاعة الاعتذار.. حتى لا تفقدي يوماً احترام نفسك.. وأنتِ تغفرين له إهانات وأخطاء في حقكِ، لا يرى لزوم الاعتذار عنها، سيزداد تكراراً لها.. واحتقاراً لك.. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
علينا أن نقدم الاعتذار بنية صادقة معترفين بالأذى الذي وقع على الآخر، كلنا نخطئ، ولكن حينما نخطئ ونعرف خطأنا يجب علينا المسارعة بالأعتذار، فذلك دليل الشجاعة والمحبة والثقة بالنفس وقوة الشخصية. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
فقدان الشجاعة يؤلم أكثر من الصبر. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
ستتحقّق كل أحلامك إذا كنت تملك الشجاعة لمطاردتها. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
تعلمت أن الشجاعة ليست غياب الخوف، ولكن القدرة على التغلب عليه. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
سنعمل معاً لدعم الشجاعة حيث هناك خوف، لتشجيع التفاوض عندما يكون هناك صراع، وإعطاء الأمل حيث يوجد اليأس. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
نحن لا يمكن أن نتعلم الشجاعة والصبر إذا كان كل شيء في العالم مليئاً بالفرح. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
كن شجاعاً، لقد رأيت العديد من الكوارث في مجال الأعمال التجارية، دائماً أمريكا خرجت من هذه أقوى وأكثر ازدهاراً، كن شجاعاً كما كان آبائك من قبل، كن واثقاً، امض قدماً. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
رأيت الشجاعة سواء في حرب فيتنام أو في الصراع لوقفها، تعلمت أن حب الوطن يتضمن الاحتجاج، وليس فقط الخدمة العسكرية. ,الشجاعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B4%D8%AC%D8%A7%D8%B9%D8%A9
